@relation Assign3_Customer_Profiling_Scaled_clustered

@attribute Instance_number numeric
@attribute age numeric
@attribute sex numeric
@attribute income numeric
@attribute married numeric
@attribute children numeric
@attribute car numeric
@attribute save_act numeric
@attribute current_act numeric
@attribute mortgage numeric
@attribute INNER_CITY numeric
@attribute RURAL numeric
@attribute SUBURBAN numeric
@attribute TOWN numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
177,-0.096788,-1,0.199808,0.717741,-0.958135,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
178,0.041976,1,-0.951936,0.717741,-0.958135,-0.986754,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
179,1.42962,1,0.664307,0.717741,0.936036,-0.986754,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
180,-1.41505,-1,-0.765711,0.717741,-0.011049,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
181,1.221473,1,2.260495,-1.393261,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster0
182,1.568384,-1,0.79003,-1.393261,-0.958135,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
183,0.388887,-1,-0.698908,0.717741,0.936036,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
184,-0.304935,-1,0.162776,-1.393261,-0.958135,1.013423,0.67028,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
185,0.458269,1,0.399254,0.717741,-0.011049,1.013423,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
186,-1.553814,-1,-0.717568,0.717741,-0.958135,-0.986754,-1.491914,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
187,0.388887,-1,0.534263,0.717741,-0.011049,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
188,-0.304935,1,0.569713,0.717741,0.936036,1.013423,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
189,-0.096788,-1,-0.444376,0.717741,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
190,1.707149,-1,2.762577,0.717741,0.936036,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
191,-0.235553,1,-0.971985,0.717741,-0.011049,1.013423,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
192,1.499002,-1,1.668193,0.717741,1.883121,-0.986754,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
193,-0.096788,1,-0.874737,0.717741,-0.958135,1.013423,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
194,0.874562,1,0.672532,0.717741,0.936036,1.013423,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
195,0.666416,1,-0.751365,0.717741,-0.011049,-0.986754,0.67028,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
196,-0.859992,-1,-0.676687,-1.393261,-0.958135,-0.986754,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
197,0.666416,1,1.64456,0.717741,0.936036,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
198,-1.137521,1,-1.003834,-1.393261,0.936036,-0.986754,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
199,-1.137521,-1,-0.520225,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
200,0.250123,1,-0.112209,0.717741,-0.011049,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
201,0.250123,-1,1.094218,0.717741,-0.958135,-0.986754,0.67028,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
202,0.666416,1,-0.818292,0.717741,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
203,-0.374317,1,-0.660363,-1.393261,1.883121,1.013423,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
204,-1.41505,1,-1.145128,0.717741,-0.011049,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
205,-1.692578,1,-1.019142,-1.393261,-0.958135,1.013423,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
206,1.42962,1,2.473875,-1.393261,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
207,-1.206903,-1,-0.974793,0.717741,-0.958135,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
208,1.707149,1,0.942109,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
209,-1.068139,1,-0.523879,-1.393261,-0.958135,-0.986754,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
210,1.290856,1,-0.236636,-1.393261,-0.958135,1.013423,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
211,1.082709,1,0.434463,0.717741,-0.011049,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
212,-1.41505,1,-1.015666,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
213,-0.998757,1,-1.113263,-1.393261,-0.011049,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
214,-1.345667,1,-1.373268,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
215,-1.068139,1,-0.769179,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
216,-1.068139,-1,-0.959586,0.717741,-0.958135,1.013423,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
217,-0.16617,-1,0.329751,0.717741,1.883121,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
218,-0.235553,1,0.323498,-1.393261,-0.958135,1.013423,0.67028,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
219,-0.513081,-1,0.083381,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
220,-0.374317,-1,-0.097941,-1.393261,0.936036,1.013423,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
221,0.319505,1,1.132779,0.717741,0.936036,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
222,-0.027406,-1,0.91434,0.717741,-0.011049,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
223,1.707149,-1,1.241859,0.717741,-0.958135,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
224,1.013327,1,1.734104,0.717741,1.883121,-0.986754,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
225,0.319505,-1,-0.006923,-1.393261,-0.958135,1.013423,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster0
226,1.707149,1,1.780672,0.717741,0.936036,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
227,0.943945,1,-0.204507,-1.393261,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
228,-0.374317,1,0.038605,-1.393261,-0.958135,1.013423,-1.491914,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
229,-1.068139,1,-1.182781,-1.393261,-0.958135,1.013423,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
230,1.152091,-1,0.206799,0.717741,-0.958135,1.013423,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
231,-0.79061,1,0.112142,-1.393261,-0.011049,-0.986754,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
232,-0.79061,1,-1.044754,0.717741,-0.958135,-0.986754,-1.491914,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster1
233,-0.721228,-1,0.223472,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
234,1.013327,-1,1.079562,-1.393261,1.883121,-0.986754,0.67028,-1.771421,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster0
235,0.458269,-1,-0.83893,-1.393261,-0.011049,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
236,1.568384,1,1.918878,-1.393261,0.936036,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
237,-1.41505,-1,-0.74927,0.717741,0.936036,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
238,-1.137521,-1,-0.733706,0.717741,0.936036,-0.986754,0.67028,-1.771421,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
239,-1.345667,1,-1.140558,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
240,-1.137521,-1,-1.258832,0.717741,0.936036,1.013423,-1.491914,-1.771421,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
241,1.152091,-1,2.211785,-1.393261,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
242,1.707149,1,0.600484,0.717741,-0.011049,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
243,-0.582463,-1,-0.586244,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
244,0.527652,1,0.02339,0.717741,0.936036,1.013423,0.67028,-1.771421,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
245,0.250123,1,0.795259,-1.393261,-0.958135,1.013423,0.67028,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster0
246,-1.345667,-1,-1.545366,-1.393261,1.883121,1.013423,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
247,-1.137521,1,-0.476357,0.717741,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
248,-0.16617,1,-0.556846,0.717741,1.883121,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
249,-0.443699,1,-0.480399,0.717741,1.883121,1.013423,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
250,1.568384,1,2.339075,-1.393261,-0.958135,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
251,0.180741,-1,0.662112,0.717741,-0.011049,1.013423,0.67028,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
252,-1.345667,1,-1.026753,0.717741,0.936036,-0.986754,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
253,-0.027406,-1,-0.748029,0.717741,-0.011049,-0.986754,-1.491914,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
254,-1.484432,-1,-1.310831,-1.393261,1.883121,-0.986754,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
255,1.360238,-1,-0.25303,-1.393261,-0.958135,1.013423,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
256,0.458269,-1,-0.11065,-1.393261,0.936036,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster0
257,-0.998757,-1,-0.322222,0.717741,0.936036,-0.986754,-1.491914,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
258,-0.304935,-1,-0.467729,-1.393261,1.883121,-0.986754,-1.491914,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
259,-0.443699,1,-1.191518,-1.393261,-0.958135,-0.986754,-1.491914,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
260,-1.41505,1,-0.80255,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
261,-0.16617,-1,0.105384,0.717741,-0.011049,-0.986754,0.67028,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
262,-0.16617,-1,-0.458683,0.717741,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
263,1.221473,-1,1.461307,0.717741,-0.958135,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
264,-1.345667,1,-0.648477,-1.393261,-0.958135,1.013423,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
265,-1.484432,1,-0.745011,0.717741,-0.011049,1.013423,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
266,1.082709,1,0.442633,-1.393261,-0.958135,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
267,0.388887,-1,0.222836,-1.393261,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster0
268,1.42962,-1,0.55096,0.717741,-0.958135,1.013423,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
269,-1.553814,1,-0.841917,-1.393261,1.883121,1.013423,-1.491914,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
270,1.707149,-1,2.577718,-1.393261,0.936036,-0.986754,0.67028,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster0
271,1.360238,-1,2.239965,-1.393261,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
272,-0.443699,1,-1.108538,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
273,-0.79061,1,0.068693,0.717741,-0.011049,1.013423,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
274,-0.027406,-1,-0.036274,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
275,-1.692578,1,-1.409097,0.717741,-0.958135,1.013423,-1.491914,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
276,0.250123,-1,0.09145,-1.393261,-0.011049,-0.986754,0.67028,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster0
277,-1.206903,1,-0.40019,0.717741,-0.011049,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
278,1.568384,-1,-0.236372,-1.393261,-0.958135,-0.986754,0.67028,-1.771421,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
279,-0.16617,1,0.733073,0.717741,-0.011049,-0.986754,-1.491914,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
280,-0.721228,1,-0.403161,0.717741,-0.011049,-0.986754,-1.491914,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
281,-1.692578,-1,-0.924362,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
282,1.499002,1,2.078599,0.717741,-0.011049,1.013423,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
283,0.041976,-1,0.904029,0.717741,1.883121,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
284,-1.41505,-1,-1.069543,0.717741,1.883121,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
285,-1.206903,1,-1.399534,0.717741,-0.958135,-0.986754,-1.491914,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
286,-0.235553,1,-0.220994,0.717741,-0.011049,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
287,1.082709,-1,0.056605,0.717741,1.883121,-0.986754,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
288,-0.651846,1,-1.038702,0.717741,-0.011049,-0.986754,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
289,0.666416,-1,0.747791,0.717741,-0.011049,1.013423,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
290,-1.345667,1,-1.086596,-1.393261,-0.958135,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
291,0.111358,-1,0.910065,-1.393261,-0.958135,1.013423,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
292,0.597034,1,1.458623,0.717741,0.936036,1.013423,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
293,-1.137521,-1,-0.510007,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
294,-0.027406,1,-0.390134,0.717741,-0.958135,-0.986754,0.67028,-1.771421,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
295,-0.582463,1,0.389866,0.717741,-0.958135,1.013423,0.67028,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
296,0.80518,-1,-0.228156,-1.393261,0.936036,1.013423,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
297,-1.692578,1,-1.465219,0.717741,0.936036,-0.986754,-1.491914,-1.771421,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
298,0.319505,-1,-0.805707,-1.393261,0.936036,1.013423,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
299,-1.276285,-1,-1.075075,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
300,-1.623196,-1,-1.502214,0.717741,-0.011049,1.013423,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
301,-0.374317,-1,-0.944581,0.717741,-0.958135,-0.986754,0.67028,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
302,0.180741,-1,0.13247,0.717741,-0.958135,-0.986754,0.67028,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
303,0.458269,1,1.081432,0.717741,1.883121,-0.986754,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
304,1.707149,-1,2.317847,-1.393261,1.883121,-0.986754,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster0
305,-0.513081,-1,-1.241647,0.717741,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
306,1.42962,1,1.908124,-1.393261,0.936036,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
307,-0.304935,1,-0.096412,-1.393261,-0.958135,1.013423,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster0
308,0.388887,1,-0.14281,-1.393261,0.936036,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
309,-0.998757,-1,-1.21062,-1.393261,-0.011049,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
310,0.250123,1,0.24321,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
311,1.637766,1,0.70778,-1.393261,-0.011049,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
312,1.290856,-1,0.251101,-1.393261,0.936036,1.013423,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
313,-1.692578,-1,-0.885591,-1.393261,0.936036,1.013423,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster0
314,0.80518,-1,-0.736096,0.717741,-0.958135,1.013423,0.67028,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
315,0.180741,1,1.171899,-1.393261,-0.958135,1.013423,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
316,1.221473,1,-0.420052,-1.393261,0.936036,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
317,0.180741,-1,0.78868,-1.393261,-0.011049,-0.986754,0.67028,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
318,-0.79061,-1,-0.337678,-1.393261,0.936036,-0.986754,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
319,-0.235553,1,-0.432373,-1.393261,-0.958135,1.013423,0.67028,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster0
320,0.735798,1,0.820824,-1.393261,0.936036,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
321,-0.513081,1,-0.360093,0.717741,-0.958135,1.013423,-1.491914,-1.771421,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
322,-1.206903,-1,-1.278664,0.717741,-0.011049,1.013423,0.67028,-1.771421,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
323,-0.721228,1,-0.271279,-1.393261,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
324,-0.443699,1,0.075343,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
325,-1.276285,-1,-1.401134,-1.393261,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
326,-0.235553,1,0.56858,0.717741,-0.011049,-0.986754,0.67028,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
327,-1.276285,1,-0.485357,0.717741,-0.958135,-0.986754,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
328,1.013327,-1,1.809736,-1.393261,-0.011049,-0.986754,0.67028,-1.771421,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
329,-1.068139,-1,-0.695813,0.717741,1.883121,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
330,1.637766,-1,1.958758,0.717741,1.883121,1.013423,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
331,-1.692578,-1,-1.235393,0.717741,0.936036,-0.986754,0.67028,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
332,-0.651846,-1,0.156545,0.717741,-0.958135,-0.986754,0.67028,-1.771421,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
333,0.388887,1,-0.749728,0.717741,0.936036,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
334,-1.345667,-1,-0.502923,0.717741,-0.011049,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
335,0.111358,1,-0.064858,0.717741,-0.011049,-0.986754,0.67028,-1.771421,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
336,-0.235553,1,-0.04837,0.717741,0.936036,-0.986754,-1.491914,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
337,1.568384,1,0.819079,0.717741,-0.011049,1.013423,0.67028,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
338,1.221473,1,0.778206,0.717741,0.936036,1.013423,0.67028,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster1
339,-1.553814,1,-0.724621,0.717741,-0.958135,-0.986754,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
340,0.180741,-1,0.104034,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
341,1.637766,1,1.615527,0.717741,-0.011049,1.013423,0.67028,-1.771421,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
342,1.499002,1,1.984703,0.717741,-0.958135,1.013423,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster4
343,0.597034,-1,-0.629018,0.717741,-0.958135,-0.986754,0.67028,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
344,-0.582463,1,-0.301499,0.717741,0.936036,1.013423,0.67028,0.564519,-0.731113,-0.901493,2.291288,-0.339473,-0.636516,cluster1
345,1.568384,-1,1.152494,0.717741,-0.011049,-0.986754,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
346,0.527652,1,0.948215,0.717741,-0.958135,1.013423,0.67028,-1.771421,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
347,1.637766,-1,1.370639,0.717741,-0.958135,-0.986754,0.67028,-1.771421,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
348,1.42962,1,0.80744,0.717741,-0.958135,-0.986754,0.67028,-1.771421,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
349,0.735798,-1,-0.270161,-1.393261,-0.011049,-0.986754,-1.491914,0.564519,-0.731113,1.109272,-0.436436,-0.339473,-0.636516,cluster2
350,-0.651846,-1,0.285759,-1.393261,-0.958135,1.013423,-1.491914,0.564519,1.367777,1.109272,-0.436436,-0.339473,-0.636516,cluster4
351,-0.304935,1,-0.2405,0.717741,-0.958135,-0.986754,0.67028,0.564519,1.367777,-0.901493,-0.436436,-0.339473,1.571053,cluster3
352,0.943945,-1,-0.226262,-1.393261,-0.011049,-0.986754,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster0
353,0.388887,1,1.20516,-1.393261,-0.011049,1.013423,0.67028,0.564519,-0.731113,-0.901493,-0.436436,-0.339473,1.571053,cluster3
354,0.458269,-1,0.207505,0.717741,-0.958135,1.013423,-1.491914,0.564519,1.367777,-0.901493,-0.436436,2.945746,-0.636516,cluster1
355,0.80518,-1,1.758288,0.717741,0.936036,-0.986754,0.67028,0.564519,1.367777,-0.901493,2.291288,-0.339473,-0.636516,cluster1
356,-0.096788,-1,-0.357517,0.717741,-0.958135,-0.986754,-1.491914,0.564519,-0.731113,-0.901493,-0.436436,2.945746,-0.636516,cluster1
