Registration State,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Issuer Code,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Date First Observed,Law Section,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Unregistered Vehicle?,Vehicle Year,Feet From Curb,Vehicle Color,Issuing Agency
PA,2015-06-27,21,,CHEVR,,5.0,535036.0,7.88,,NYC,F,171,'HESTER ST',,SEC-408,,YYYYYYB,7.5,8.0,O,,0,Gray-Silver,S
NY,2017-03-13,21,SDN,HYUND,2017.15,88.0,587614.0,12.32,,KG,F,428,'CARLTON AVE',,SEC-408,,YBBBBBB,11.5,13.0,O,2015.0,0,Gray-Silver,S
MD,2013-08-19,21,SDN,CHEVR,,20.0,832512.0,11.62,,NYC,F,130,'RIVERSIDE DRIVE',,SEC-408,,YBBYBBB,11.0,12.5,O,,0,Gray-Silver,S
NY,2015-06-29,21,SDN,VOLKS,2017.27,108.0,515599.0,11.58,,QN,F,39-78,'45 ST',,SEC-408,,YBBBBBB,11.5,13.0,O,2010.0,0,Gray-Silver,S
NJ,2013-07-29,21,SDN,NISSA,,71.0,537860.0,7.75,,KG,F,879,'FRANKLIN AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,,0,Gray-Silver,S
PA,2013-07-29,21,P-U,DODGE,,52.0,890092.0,12.52,,BX,,,'W/S CEDAR AVE',,SEC-408,,YBYBYBB,11.5,13.0,O,,0,Gray-Silver,S
NY,2016-07-15,21,SDN,CHRYS,2016.79,25.0,587626.0,12.42,,NYC,F,404,'E 116 ST',,SEC-408,,BYBBYBB,11.5,13.0,O,2007.0,0,Gray-Silver,S
NJ,2013-07-23,66,TRAILER,,,75.0,527637.0,9.0,,KG,,,'EASTSIDE STANLEY AVE',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
MD,2016-11-22,21,SDN,VOLKS,,81.0,637093.0,11.42,,KG,F,79,'STUYVESANT AVENUE',,SEC-408,,BYBBYBB,11.0,12.5,O,,0,Gray-Silver,S
NY,2017-02-21,21,SUBN,ROVER,2018.82,71.0,589479.0,11.42,,,F,1772,'UNION STREET',,SEC-408,,BYBBYBB,11.0,12.5,O,2010.0,0,Gray-Silver,S
PA,2013-07-31,21,VAN,HONDA,,62.0,979632.0,7.17,,KG,O,6919,'NEW UTRECH  AVE',,SEC-408,,YYYYYYB,7.0,7.5,O,,0,Gray-Silver,S
NY,2013-08-14,21,SUBN,TOYOT,2015.5,110.0,922405.0,8.13,,QN,F,41-16,'JUNCTION BLVD',,SEC-408,,YYYYYYB,8.0,8.5,O,2013.0,0,Gray-Silver,S
CT,2013-08-01,21,SDN,TOYOT,,90.0,867970.0,8.1,,KG,F,378,'BEDFORD AVE',,SEC-408,,YBBYBBB,8.0,9.5,O,,0,Gray-Silver,S
IL,2013-08-06,21,SUBN,JEEP,,71.0,534115.0,8.8,,KG,O,45,'HAWTHORNE ST',,SEC-408,,BYBBYBB,8.5,10.0,O,,0,Gray-Silver,S
NY,2013-08-03,21,SDN,NISSA,2015.28,104.0,538334.0,7.6,,QN,F,6073,'MYRTLE AVENUE',,SEC-408,,YYYYYYB,7.5,8.0,O,2006.0,0,Gray-Silver,S
NY,2017-01-19,21,SUBN,DODGE,2017.09,13.0,637063.0,11.83,,NYC,F,520,'E 19TH ST',,SEC-408,,YBBYBBB,11.5,13.0,O,2014.0,0,Gray-Silver,S
NY,2015-07-08,21,SUBN,KIA,2016.51,108.0,584089.0,11.12,,QN,O,58-04,'58 ST',,SEC-408,,BBYBBBB,11.0,,O,2012.0,0,Gray-Silver,S
NY,2015-07-10,21,SDN,HONDA,2015.77,102.0,588812.0,10.58,,QN,O,117-24,'PARK LANE SOUTH',,SEC-408,,BBBBYBB,,11.5,O,2013.0,0,Gray-Silver,S
IL,2013-07-21,66,TRAILER,,,69.0,587605.0,8.88,,KG,O,460,'E 101 ST',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
NY,2013-08-05,21,SUBN,TOYOT,2015.49,66.0,661496.0,8.95,,KG,,,'S/O 4324 12TH AVE',,SEC-408,,YBBBBBB,8.5,10.0,O,,0,Gray-Silver,S
PA,2016-08-31,21,SDN,CHRYS,,62.0,981230.0,8.12,,KG,F,6514,'18 AVE',,SEC-408,,YYYYYYB,,8.5,O,,0,Gray-Silver,S
NY,2013-07-30,21,SDN,INFIN,2014.56,71.0,537860.0,8.68,,KG,F,386,'KINGSTON AVE',,SEC-408,,YYYYYBB,8.5,9.0,O,2012.0,0,Gray-Silver,S
PA,2015-06-25,66,TRAILER,MACK,,109.0,533220.0,4.37,,QN,O,127-04,'NORTHERN BLVD',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
NY,2015-06-30,21,SUBN,FORD,2016.76,104.0,641467.0,8.05,,QN,F,6629,'FRESH POND RD',,SEC-408,,YYYYYYB,8.0,8.5,O,2013.0,0,Gray-Silver,S
NY,2014-12-15,21,SDN,VOLKS,2016.75,104.0,582932.0,11.17,,QN,F,6644,'WOODBINE STREET',,SEC-408,,YBBBBBB,11.0,12.5,O,2014.0,0,Gray-Silver,S
NC,2013-08-06,21,SDN,MAZDA,,71.0,534115.0,8.65,,KG,F,2122,'BEEKMAN PL',,SEC-408,,BYYBYBB,8.5,10.0,O,,0,Gray-Silver,S
NJ,2013-08-02,21,SDN,HONDA,,71.0,537860.0,8.68,,KG,F,1198,'CARROLL ST',,SEC-408,,BYBBYBB,8.5,10.0,O,,0,Gray-Silver,S
NY,2015-05-19,21,SDN,TOYOT,2015.5,78.0,535047.0,11.67,11.67,KG,O,659,'BALTIC ST',,SEC-408,,BYBBBBB,11.5,13.0,O,2005.0,0,Gray-Silver,S
NJ,2013-08-06,66,TRAILER,MACK,,110.0,534939.0,19.27,,QN,,,'W/S WILLETS PT BLVD',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
TN,2015-07-18,21,SDN,DODGE,,78.0,613086.0,8.67,,,F,345,'5TH AV',,SEC-408,,YYYYYYB,8.5,9.0,O,,0,Gray-Silver,S
NY,2013-07-22,21,SDN,NISSA,2013.86,109.0,901934.0,11.08,,QN,F,36-20,'166 ST',,SEC-408,,YBBBBBB,11.0,12.5,O,2004.0,0,Gray-Silver,S
NY,2016-09-16,21,SDN,TOYOT,2018.51,70.0,829379.0,1.97,,KG,F,,'E 17 ST',,SEC-408,,YBYBYBB,,7.0,O,2014.0,0,Gray-Silver,S
NY,2015-07-13,21,SUBN,HONDA,2016.75,109.0,589473.0,8.13,,QN,F,44-29,'COLLEGE POINT BLVD',,SEC-408,,YYYYYYB,8.0,8.5,O,2012.0,0,Gray-Silver,S
NJ,2013-08-20,21,SDN,SUBAR,,114.0,958434.0,9.0,,QN,F,30-11,'36 STREET',,SEC-408,,BYBBYBB,8.5,10.0,O,,0,Gray-Silver,S
NY,2013-08-02,21,SUBN,HONDA,2014.74,77.0,916646.0,11.8,,KG,F,1488,'PACIFIC ST',,SEC-408,,BYBBYBB,11.5,13.0,O,2012.0,0,Gray-Silver,S
NY,2016-11-22,21,SUBN,TOYOT,2018.46,79.0,661120.0,8.68,,KG,,,'ON KENT AVE',,SEC-408,,BYBBYBB,8.5,10.0,O,2014.0,0,Gray-Silver,S
NY,2014-06-13,21,SUBN,HONDA,2014.5,66.0,515323.0,8.8,,KG,O,1209,37ST,,SEC-408,,BBBBYBB,8.5,10.0,O,2014.0,0,Gray-Silver,S
NY,2013-07-25,21,SDN,NISSA,2015.25,115.0,979794.0,8.1,,QN,F,79-12,'37 AVE',,SEC-408,,YYYYYYB,8.0,8.5,O,2004.0,0,Gray-Silver,S
NJ,2013-07-30,66,TRAILER,,,110.0,614023.0,19.4,,QN,O,129-02,'NORTHERN BLVD',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
NY,2013-07-23,21,SDN,NISSA,2013.75,115.0,979794.0,12.1,,QN,O,62-49,'30 AVE',,SEC-408,,BYBBBBB,11.5,13.0,O,2011.0,0,Gray-Silver,S
NY,2013-07-31,21,SDN,CHEVR,2014.87,52.0,538334.0,8.17,,BX,F,7,'E 208 STREET',,SEC-408,,YYYYYYB,8.0,8.5,O,2011.0,0,Gray-Silver,S
PA,2013-08-12,21,P-U,TOYOT,,108.0,834123.0,11.15,,QN,F,41-39,'54 ST',,SEC-408,,YBBBBBB,11.0,12.5,O,,0,Gray-Silver,S
NY,2014-08-08,21,SUBN,ACURA,2016.0,112.0,921378.0,8.68,,QN,F,6333,'108 ST',,SEC-408,,YYYYYYB,8.5,9.0,O,2011.0,0,Gray-Silver,S
NY,2013-08-20,21,SDN,,2015.34,110.0,922405.0,11.87,,QN,O,90-19,'48TH AVE',,SEC-408,,BYBBBBB,11.5,13.0,O,2005.0,0,Gray-Silver,S
NY,2013-08-13,21,P-U,CHEVR,2014.72,84.0,515332.0,8.33,,KG,F,187,'BEDFORD AVE',,SEC-408,,YYYYYYB,8.0,8.5,O,2004.0,0,Gray-Silver,S
NY,2013-07-23,21,SDN,INFIN,2013.63,101.0,921445.0,11.67,,QN,O,911,'CENTRAL AVE',,SEC-408,,BYBBBBB,11.5,13.0,O,2013.0,0,Gray-Silver,S
NY,2016-10-08,21,SUBN,HONDA,2016.91,113.0,529417.0,9.98,,QN,F,112-13,'FARMERS BLVD',,SEC-408,,BBBBBYB,9.5,11.0,O,2001.0,0,Gray-Silver,S
NY,2013-07-27,21,SDN,NISSA,2015.41,75.0,980729.0,8.32,,KG,,,'E/S CHESNUT ST 1',,SEC-408,,BBBBBYB,8.0,9.0,O,2002.0,0,Gray-Silver,S
NY,2015-04-22,21,SDN,NISSA,,63.0,538735.0,8.72,,KG,F,5106,'AVE N',,SEC-408,,YYYYYYB,8.5,,O,2012.0,0,Gray-Silver,S
NY,2013-08-20,21,SDN,NISSA,2013.68,77.0,612522.0,8.18,,KG,F,763,'WASHINGTON AVENUE',,SEC-408,,YYYYYYB,8.0,8.5,O,2012.0,0,Gray-Silver,S
NJ,2015-06-26,66,TRAILER,Others,,109.0,533220.0,3.02,,QN,O,127-50,'NORTHERN BLVD',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
CA,2013-08-11,80,TRAILER,,,75.0,501904.0,9.17,,KG,F,875,'LINWOOD ST',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,Gray-Silver,S
PA,2013-08-14,21,SUBN,TOYOT,,66.0,637036.0,8.2,,KG,F,44-17,'NEW UTRECHT AVE',,SEC-408,,YYYYYBB,8.0,8.5,O,,0,Gray-Silver,S
NY,2013-08-19,21,SDN,NISSA,2015.34,67.0,556771.0,8.75,,KG,F,216,'E 52ND ST',,SEC-408,,YBBYBBB,8.5,10.0,O,,0,Gray-Silver,S
PA,2013-08-01,21,SDN,NISSA,,75.0,533268.0,11.53,,KG,F,178,'SHEPHERD AVE',,SEC-408,,YBBYBBB,11.0,12.5,O,,0,Gray-Silver,S
NY,2015-07-14,21,SDN,CHEVR,2015.62,104.0,556155.0,8.08,,NYC,F,73-28,'METROPLITON AVE',,SEC-408,,BYBBYBB,8.0,8.5,O,2015.0,0,Gray-Silver,S
PA,2013-08-03,21,SUBN,JEEP,,115.0,979794.0,8.12,,QN,F,86-16,'37 AVE',,SEC-408,,YBYYYYB,8.0,8.5,O,,0,Gray-Silver,S
NY,2015-06-20,21,SUBN,BMW,2016.67,72.0,920317.0,7.75,,KG,F,912,'4TH AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,2004.0,0,Gray-Silver,S
NY,2013-08-06,21,SDN,CHEVR,2015.23,52.0,922944.0,11.77,,BX,O,2632,'HEATH AVE',,SEC-408,,BYBBBBB,11.5,13.0,O,2006.0,0,Gray-Silver,S
NY,2013-08-19,21,SDN,LEXUS,2015.41,75.0,981221.0,9.3,,KG,F,36,'CROSBY AVE',,SEC-408,,YBBYBBB,8.0,10.5,O,2002.0,0,Gray-Silver,S
NY,2015-07-10,21,SDN,HONDA,2015.95,68.0,539539.0,11.72,,KG,F,680,'80TH ST',,SEC-408,,BBBBYBB,11.5,13.0,O,2013.0,0,Gray-Silver,S
NY,2013-08-02,21,SDN,HONDA,2015.33,71.0,847043.0,11.27,11.27,KG,F,760,'EASTERN PKWAY',2013-08-02,SEC-408,,BBBBYBB,11.0,12.5,O,2012.0,0,Gray-Silver,S
NJ,2016-12-22,21,SUBN,NISSA,,73.0,596638.0,1.67,,KG,F,9724,'DITMAS AVE',,SEC-408,,YBBYBBB,,3.0,O,,0,Gray-Silver,S
NY,2014-09-17,21,SUBN,JEEP,,34.0,903530.0,12.43,,NYC,O,5085,BROADWAY,,SEC-408,,BBYBBBB,11.5,13.0,O,2002.0,0,Gray-Silver,S
PA,2013-07-26,21,SDN,LEXUS,,71.0,534144.0,8.62,,KG,F,389,'UTICA AVE',,SEC-408,,YYYYYYB,8.5,9.0,O,,0,Gray-Silver,S
NY,2013-07-19,21,SDN,NISSA,2015.04,60.0,958422.0,9.1,,,F,2841,'W 20TH ST',,SEC-408,,BYBBYBB,9.0,10.5,O,2003.0,0,Gray-Silver,S
NY,2015-07-06,21,SUBN,LINCO,2016.79,13.0,111151.0,11.73,,NYC,F,448,'EAST 20TH ST',,SEC-408,,YBBBBBB,11.0,14.0,O,1994.0,0,Gray-Silver,S
NY,2017-06-02,21,SUBN,BMW,2018.31,1.0,554829.0,8.12,,NYC,F,31,'HARRISON ST',,SEC-408,,BYBBYBB,8.0,9.5,O,2016.0,0,Gray-Silver,S
CT,2013-07-19,21,P-U,DODGE,,52.0,890092.0,8.1,,BX,F,3135,'WEBSTER AVE',,SEC-408,,YYYYYYB,8.0,8.5,O,,0,Gray-Silver,S
NY,2013-07-29,21,VAN,CHEVR,2015.44,110.0,922405.0,11.92,,QN,F,'102 09','MARTENSE AVE',,SEC-408,,YBBBBBB,11.5,13.0,O,,0,White,S
NY,2013-07-30,21,VAN,CHEVR,2015.02,79.0,588229.0,12.05,,,F,16,'RODNEY STREET',,SEC-408,,BYBYBBB,11.5,13.0,O,2006.0,0,White,S
NY,2013-08-06,21,VAN,CHEVR,2014.08,75.0,980729.0,8.13,,KG,F,3232,'FULTON ST',,SEC-408,,BYBBYBB,8.0,8.5,O,2005.0,0,White,S
NY,2015-04-23,21,SUBN,CHEVR,2016.33,79.0,921396.0,8.92,,KG,F,23,'BREVOORT PL',,SEC-408,,YBBYBBB,8.0,9.5,O,1999.0,0,White,S
NJ,2015-06-22,21,SDN,ACURA,,9.0,548266.0,11.33,,NYC,F,323,'E 85 ST',,SEC-408,,YBBYBBB,11.0,12.5,O,,0,White,S
NJ,2015-06-27,21,VAN,FORD,,18.0,594706.0,8.38,,NYC,F,2551,'BRONX WAY',,SEC-408,,YYYYYYB,8.0,8.5,O,,0,White,S
MA,2013-07-25,21,SDN,NISSA,,44.0,890813.0,7.65,,BX,F,395,'E 167 ST',,SEC-408,,BBBYBBB,7.5,8.0,O,2012.0,0,White,S
NY,2013-08-20,21,VAN,CHEVR,2015.58,71.0,594296.0,9.18,,KG,F,150,'CROWN ST',,SEC-408,,BYBBYBB,,10.0,O,2007.0,0,White,S
SC,2013-08-13,21,SUBN,HONDA,,75.0,533268.0,11.28,,KG,F,187,'CRYSTAL STREET',,SEC-408,,BYBBYBB,11.0,12.5,O,,0,White,S
99,2013-08-16,21,VAN,GMC,,77.0,916646.0,11.63,,KG,F,645,'CARLTON AVE',,SEC-408,,BYBBYBB,11.5,13.0,O,2009.0,0,White,S
NY,2015-03-03,21,VAN,CHEVR,,42.0,635795.0,12.08,,BX,O,421,'E 168 ST',,SEC-408,,BYBBYBB,11.5,13.0,O,2005.0,0,White,S
NY,2015-07-21,21,SDN,NISSA,2016.7,43.0,979758.0,8.62,,BX,F,2063,'LAFAYETTE AVE',,SEC-408,,BYBBYBB,8.5,10.0,O,2011.0,0,White,S
NY,2013-08-13,21,SDN,NISSA,2013.67,71.0,537860.0,8.13,,KG,F,1078,'NOSTRAND AVE',,SEC-408,,YYYYYYB,8.0,8.5,O,2012.0,0,White,S
NY,2013-07-26,21,VAN,TOYOT,2013.66,30.0,515324.0,12.33,,NYC,F,508,'W 135 ST',,SEC-408,,BYBBYBB,11.0,12.5,O,2010.0,0,White,S
NY,2013-08-06,21,VAN,DODGE,2013.75,114.0,956164.0,9.67,,QN,F,23-07,'38TH AVENUE',,SEC-408,,BYBBBBB,9.5,11.0,O,2001.0,0,White,S
PA,2013-07-22,21,TRUCK,Others,,44.0,533308.0,11.83,,BX,,,'R/S E L GRANT HWY',,SEC-408,,YBBBBBB,11.5,13.0,O,,0,White,S
TN,2013-08-08,66,TRAILER,,,120.0,668604.0,8.47,,RC,F,1356,'VICTORY BLVD',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
NY,2013-07-25,21,Others,MERCU,2014.45,42.0,588951.0,11.9,,BX,F,421,'E 168 STREET',,SEC-408,,YBBYBBB,11.5,13.0,O,2004.0,0,White,S
99,2013-08-20,21,VAN,GMC,2015.25,71.0,594296.0,9.23,,KG,O,1638,'CROWN ST',,SEC-408,,BYBBYBB,8.5,10.0,O,2013.0,0,White,S
TN,2013-07-21,66,TRAILER,,,69.0,637005.0,9.23,,KG,O,400,'E 101 ST',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
MD,2016-11-14,21,SDN,CHRYS,,77.0,687742.0,11.62,,KG,F,108,'ALBANY AVE',,SEC-408,,YBBYBBB,11.5,13.0,O,,0,White,S
ME,2017-03-10,66,TRAILER,,2017.16,47.0,599562.0,19.45,,BX,,,'N/S HOLLERS AVE',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
MA,2013-07-18,21,SDN,HYUND,,52.0,890092.0,7.77,,BX,F,391,'BEDFORD PK BLVD',,SEC-408,,YYYYYYB,7.5,,O,,0,White,S
NJ,2015-07-07,85,DELV,HINO,,62.0,548242.0,4.7,23.03,KG,O,1700,'SHORE PKWY',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
NJ,2015-06-25,46,SUBN,FORD,,10.0,949481.0,8.37,,NYC,F,317,'9 AVE',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
NY,2015-07-06,21,SDN,Others,2016.33,13.0,111151.0,23.43,,NYC,F,622,'EAST 20 ST',,SEC-408,,YBBBBBB,11.0,14.0,O,2014.0,0,White,S
NY,2016-10-07,21,SUBN,JEEP,2018.58,112.0,887577.0,9.75,,QN,F,110-48,'72 AVE',,SEC-408,,BBBBYBB,8.5,10.0,O,2008.0,0,White,S
NY,2015-06-30,21,SDN,Others,2016.15,6.0,637641.0,7.6,,NYC,O,121,'HUDSON AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,2011.0,0,White,S
NJ,2013-08-16,21,,ISUZU,,42.0,540161.0,9.95,,BX,F,1283,'UNION AVE',,SEC-408,,BYBBYBB,9.5,11.0,O,,0,White,S
CA,2013-07-25,21,SUBN,DODGE,,75.0,980729.0,11.63,,KG,F,206,NORWOOD,,SEC-408,,YBBYBBB,11.5,19.0,O,,0,White,S
NC,2013-08-05,21,BUS,,,71.0,534115.0,11.65,,KG,F,465,'FENIMORE ST',,SEC-408,,YBBYBBB,11.0,12.5,O,,0,White,S
PA,2013-08-03,21,VAN,DODGE,,47.0,515335.0,7.83,,BX,F,3455,'BOSTON ROAD',,SEC-408,,BBBBBBB,7.5,8.0,O,,0,White,S
NY,2015-06-26,40,SUBN,,2016.8,108.0,654304.0,8.42,,QN,O,4815,'44TH ST',,SEC-408,,BBBBBBB,ALL,ALL,O,2015.0,0,White,S
TN,2013-07-16,66,TRAILER,,,72.0,668710.0,10.8,,KG,F,106,'53RD ST',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
NJ,2015-06-23,21,,BMW,,6.0,535036.0,8.6,,NYC,O,343,'WEST 14TH ST',,SEC-408,,YYYYYYB,8.5,9.0,O,,0,White,S
GA,2013-07-25,21,,FORD,,71.0,539520.0,11.73,,KG,F,479,'EMPIRE BLVD',,SEC-408,,YBBYBBB,11.0,12.5,O,,0,White,S
NY,2015-07-11,21,VAN,FORD,2017.44,102.0,606989.0,7.65,,NYC,F,131-01,'JAMAICA AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,2006.0,0,White,S
NY,2013-08-19,21,SDN,VOLKS,2015.37,104.0,528351.0,1.22,,QN,F,50-07,'69 PL',,SEC-408,,YBBYBBB,,3.0,O,2011.0,0,White,S
NY,2015-05-22,21,VAN,DODGE,2015.84,60.0,979632.0,7.87,,,O,602,'SURF AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,2008.0,0,White,S
PA,2016-11-29,21,SUBN,ROVER,,62.0,697263.0,8.1,,,F,325,'AVENUE X',,SEC-408,,YYYYYYB,8.0,8.5,O,,0,White,S
NJ,2013-07-26,17,SDN,Others,,13.0,979762.0,6.33,,,,,'S/E/C  26 ST',,SEC-408,,BBBBBBB,ALL,ALL,O,2013.0,0,White,S
IN,2013-08-13,21,SDN,SCION,,94.0,515332.0,12.23,,KG,O,661,'MEEKER AVE',,SEC-408,,BYBBYBB,11.5,13.0,O,,0,White,S
PA,2013-08-13,21,TRUCK,GMC,2014.49,71.0,537860.0,11.5,,KG,F,700,'MAPLE ST',,SEC-408,,BYBBYBB,11.0,12.5,O,,0,White,S
NJ,2015-06-27,19,SDN,MAZDA,,9.0,906379.0,3.03,,NYC,F,105,'E 97',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
NY,2017-02-02,21,SUBN,FORD,2019.08,62.0,626409.0,8.3,,KG,O,2260,'MCDONALD AVE',,SEC-408,,YYYYYYB,8.0,8.5,O,,0,White,S
NY,2017-02-06,21,VAN,GMC,2017.41,1.0,554829.0,9.52,,NYC,F,39,'BAYYERY PL',,SEC-408,,YBBYBBB,9.0,10.5,O,2013.0,0,White,S
FL,2013-08-20,21,VAN,FORD,,43.0,505912.0,7.77,,BX,O,1471,'WESTCHESTER AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,,0,White,S
NY,2013-08-19,21,DELV,GMC,2014.0,47.0,587994.0,7.58,,BX,F,739,'EAST 233 ST',,SEC-408,,YYYYYYB,7.5,8.0,O,2007.0,0,White,S
NY,2013-08-03,21,SUBN,NISSA,2015.44,47.0,515335.0,7.7,,BX,F,3485,'BOSTON ROAD',,SEC-408,,YYYYYYB,7.5,8.0,O,2001.0,0,White,S
IL,2013-08-16,21,SDN,NISSA,2013.75,109.0,901934.0,11.17,,QN,F,41-31,'150 ST',,SEC-408,,BBBBYBB,11.0,12.5,O,2009.0,0,White,S
NY,2016-11-09,14,SDN,NISSA,2017.62,75.0,686983.0,9.08,,KG,O,633,'ASHFORD ST',,SEC-408,,BBBBBBB,ALL,ALL,O,2005.0,0,White,S
NJ,2013-07-26,21,DELV,,,71.0,534144.0,8.17,,KG,F,300,'KINGSTON AVE',,SEC-408,,YYYYYBB,8.0,8.5,O,,0,White,S
NY,2013-08-14,21,SUBN,MERCU,2015.1,71.0,537860.0,8.23,,KG,F,1122,'NSOTRAND AVE',,SEC-408,,YYYYYYB,8.0,8.5,O,1998.0,0,White,S
NY,2015-07-02,21,SUBN,TOYOT,2016.75,20.0,594706.0,11.55,,NYC,F,169,'W 83RD ST',,SEC-408,,YBBYBBB,11.0,12.5,O,2015.0,0,White,S
CA,2013-08-11,80,TRAILER,,,75.0,501934.0,7.88,,KG,,,'N/S COZINE AVE',,SEC-408,,BBBBBBB,ALL,ALL,O,,0,White,S
NJ,2016-08-17,21,SUBN,HONDA,,70.0,829379.0,3.4,,KG,F,1260,'FLATBUSH AVE',,SEC-408,,YBYBYBB,3.0,6.0,O,,0,Black,S
NY,2013-07-19,21,SDN,HONDA,2015.42,48.0,885830.0,8.83,,BX,F,416,'E 180 ST',,SEC-408,,BYBBYBB,8.5,10.0,O,1998.0,0,Black,S
NY,2013-08-19,21,SDN,NISSA,2015.51,75.0,981218.0,12.42,,KG,F,682,ALABAMA,,SEC-408,,YBBYBBB,11.5,13.0,O,,0,Black,S
NY,2015-07-02,21,SDN,NISSA,2016.94,112.0,903552.0,11.67,11.5,QN,F,67-85,'AUSTIN ST',,SEC-408,,BBBYBBB,11.5,1.0,O,2013.0,0,Black,S
NY,2013-07-22,21,SUBN,GMC,2015.42,52.0,538334.0,8.1,,BX,F,371,'EAST 204TH  STREET',,SEC-408,,YYYYYYB,8.0,8.5,O,2010.0,0,Black,S
NY,2013-07-18,21,SDN,HONDA,2015.47,47.0,959750.0,12.75,,BX,F,1185,'EAST 224 STREET',,SEC-408,,BBBYBBB,11.5,13.0,O,2001.0,0,Black,S
99,2014-11-24,21,SDN,AUDI,2016.17,114.0,515599.0,7.65,,QN,O,32-22,'STEINWAY ST',,SEC-408,,YYYYYYB,7.5,8.0,O,2013.0,0,Black,S
PA,2013-08-12,21,SDN,VOLKS,,115.0,594680.0,9.35,,QN,F,3114,'93 STREET',,SEC-408,,YBBBBBB,8.5,10.0,O,,0,Black,S
NY,2013-08-02,21,SDN,LINCO,2015.31,75.0,533268.0,11.63,,KG,F,197,'SHEPERD AVE',,SEC-408,,BYBBYBB,11.0,12.5,O,2002.0,0,Black,S
NY,2013-08-08,46,SUBN,CHEVR,2015.49,81.0,916646.0,13.0,,KG,F,318,'VAN BUREN ST',,SEC-408,,BBBBBBB,ALL,ALL,O,2008.0,0,Black,S
NJ,2013-07-18,21,SDN,HONDA,,7.0,527670.0,11.5,11.08,NYC,F,251,'CLINTON ST',,SEC-408,,YBBYBBB,11.0,12.5,O,2008.0,0,Black,S
FL,2017-04-20,21,SDN,ACURA,,73.0,533758.0,8.8,,KG,F,1821,'PITKIN AVE',,SEC-408,,YBBYBBB,8.5,10.0,O,,0,Black,S
NY,2013-07-26,21,SDN,TOYOT,2015.22,71.0,534115.0,7.73,,KG,F,720,'FLATBUSH AVE',,SEC-408,,YYYYYYB,7.5,8.0,O,2013.0,0,Black,S
CT,2013-08-13,21,SDN,NISSA,,19.0,583307.0,9.67,9.67,NYC,F,340,'E 81 ST',,SEC-408,,BYBBYBB,9.0,10.5,O,,0,Black,S
NY,2013-08-20,34,SDN,,2013.91,104.0,540127.0,7.62,,QN,F,6634,'FRESH POND ROAD',,SEC-408,,YYYYYYB,7.5,8.0,O,2010.0,0,Black,S
VA,2013-08-13,21,SDN,Others,,112.0,920311.0,11.77,,QN,F,110-42,'64 AVENUE',,SEC-408,,BYBBBBB,11.5,13.0,O,,0,Black,S
NY,2015-06-23,21,SDN,NISSA,2016.56,108.0,588524.0,1.87,,QN,O,52-19,'QUEENS BLVD',,SEC-408,,BYBBYBB,,3.0,O,2008.0,0,Black,S
VA,2013-07-29,21,SUBN,CADIL,,75.0,540124.0,11.12,,KG,F,552,CRESCENT,,SEC-408,,YBBYBBB,11.0,12.5,O,,0,Black,S
99,2015-06-20,21,SUBN,TOYOT,2015.58,61.0,589383.0,8.33,,KG,,,'C/O KINGS HWY',,SEC-408,,YYYYYYB,8.0,8.5,O,2011.0,0,Black,S
NY,2015-06-20,21,SDN,ACURA,2016.46,112.0,921370.0,8.18,,,,,'C/O 98 ST',,SEC-408,,YYYYYYB,8.0,8.5,O,2010.0,0,Black,S
NJ,2015-07-07,21,SDN,TOYOT,,,587610.0,3.53,,NYC,F,316,'W 39 ST',,SEC-408,,BYBYBYB,2.0,6.0,O,,0,Black,S
NJ,2013-08-20,21,P-U,TOYOT,,68.0,902145.0,11.62,,KG,F,526,'OVINGTON AVENUE',,SEC-408,,BYBBBBB,11.5,13.0,O,1995.0,0,Black,S
